age;default;housing;loan;campaign;pdays;previous;income;converted;balance_log;balance_negative;job_blue-collar;job_entrepreneur;job_housemaid;job_management;job_retired;job_self-employed;job_services;job_student;job_technician;job_unemployed;job_unknown;marital_married;marital_single;education_0;education_1;education_2;contact_telephone;contact_unknown;poutcome_other;poutcome_success;poutcome_unknown;month_aug;month_dec;month_feb;month_jan;month_jul;month_jun;month_mar;month_may;month_nov;month_oct;month_sep
58;0;1;0;1;999;0;11895;0;4.276666119016055;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;1;0;1;999;0;13000;0;5.093750200806762;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
51;0;1;0;1;999;0;7697;0;5.438079308923196;0;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
45;0;1;0;1;999;0;12600;0;2.6390573296152584;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;1;0;1;999;0;13000;0;3.970291913552122;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
60;0;1;0;1;999;0;7697;0;4.110873864173311;0;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
33;0;1;0;1;999;0;13000;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
28;0;1;1;1;999;0;13000;0;6.584791392385716;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
56;0;1;0;1;999;0;16800;0;6.659293919683638;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
32;0;1;1;1;999;0;13000;0;3.1780538303479458;0;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
25;0;1;0;1;999;0;13000;0;3.9318256327243257;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
40;0;1;1;1;999;0;7697;0;0.0;0;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
44;0;1;0;1;999;0;12600;0;-5.921578419643816;1;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
39;0;1;0;1;999;0;16800;0;5.545177444479562;0;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
52;0;1;1;1;999;0;15000;0;4.736198448394496;0;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
46;0;1;0;2;999;0;16800;0;-5.5093883366279774;1;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
36;0;1;1;1;999;0;11895;0;5.583496308781699;0;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;0;1;1;999;0;11895;0;6.733401891837359;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
49;0;1;0;1;999;0;16800;0;5.937536205082426;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
60;0;1;1;1;999;0;12600;0;3.6888794541139363;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;1;0;1;999;0;13000;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
51;0;1;0;1;999;0;16800;0;9.27199975236291;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;1;0;1;999;0;11895;0;4.1588830833596715;0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
25;0;1;0;1;999;0;13000;0;-2.0794415416798357;1;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
53;0;0;0;1;999;0;11895;0;-1.3862943611198906;1;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
36;0;1;0;1;999;0;12600;0;6.2285110035911835;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
37;0;1;0;1;999;0;12600;0;0.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
44;0;1;0;1;999;0;13000;0;7.8582541821860294;0;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
50;0;1;0;2;999;0;16800;0;3.912023005428146;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
60;0;1;0;1;999;0;13000;0;4.653960350157523;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
54;0;1;0;1;999;0;7697;0;6.272877006546167;0;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
58;0;1;0;1;999;0;7697;0;4.574710978503383;0;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
36;0;1;0;1;999;0;12600;0;-5.147494476813453;1;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
58;0;1;0;1;999;0;15000;0;-5.8998973535824915;1;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
44;0;1;0;2;999;0;11895;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;0;0;1;999;0;11895;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
29;0;1;0;1;999;0;16800;0;0.0;0;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
54;0;1;0;1;999;0;13000;0;7.163946684342547;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
48;0;1;0;1;999;0;16800;0;-5.501258210544727;1;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
32;0;1;0;1;999;0;16800;0;0.0;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
42;0;1;0;1;999;0;12600;0;-4.343805421853684;1;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
24;0;1;1;1;999;0;11895;0;-4.6443908991413725;1;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
38;0;0;1;1;999;0;15000;0;5.497168225293202;0;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
38;0;1;0;1;999;0;16800;0;6.052089168924417;0;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
47;0;1;0;1;999;0;13000;0;5.726847747587197;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
40;0;1;0;1;999;0;13000;0;3.2188758248682006;0;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
46;0;1;0;1;999;0;13000;0;5.19295685089021;0;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
32;0;1;0;1;999;0;12600;0;0.0;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
53;0;1;0;1;999;0;11895;0;6.897704943128636;0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;1;0;1;999;0;13000;0;5.521460917862246;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
33;0;1;0;1;999;0;13000;0;6.673297967767654;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
49;0;1;0;1;999;0;13000;0;5.043425116919247;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
51;0;1;0;1;999;0;16800;0;8.784315349902657;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
60;0;0;0;1;999;0;7697;0;4.61512051684126;0;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;1;0;1;999;0;16800;0;4.0943445622221;0;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;1;0;2;999;0;11895;0;7.095064377287131;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
35;0;1;1;1;999;0;13000;0;9.411156511406302;0;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;1;1;1;999;0;13000;0;8.688790784847216;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
31;0;1;1;1;999;0;13000;0;3.258096538021482;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
54;0;1;1;1;999;0;16800;0;5.645446897643238;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;1;0;1;999;0;13000;0;3.1780538303479458;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
43;0;1;0;1;999;0;11895;0;7.569411792450712;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
53;0;1;0;1;999;0;11895;0;5.953243334287785;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
44;0;0;1;1;999;0;13000;0;6.368187186350492;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;0;0;1;999;0;13000;0;4.5217885770490405;0;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
49;0;1;1;1;999;0;13000;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;1;1;0;1;999;0;13000;0;0.6931471805599453;0;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
45;0;1;0;1;999;0;12600;0;5.332718793265369;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
47;0;0;0;1;999;0;13000;0;5.10594547390058;0;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
42;0;1;0;1;999;0;11895;0;6.53813982376767;0;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;1;0;1;999;0;12600;1;7.759614150696903;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
46;0;1;1;1;999;0;15000;0;4.927253685157205;0;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
51;0;1;0;2;999;0;13000;0;5.159055299214529;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
56;0;0;0;1;999;0;12600;1;3.828641396489095;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
41;0;1;0;1;999;0;11895;1;7.147559271189454;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
46;0;1;1;2;999;0;16800;0;2.833213344056216;0;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;1;0;2;999;0;7697;0;6.18826412308259;0;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
42;0;0;0;1;999;0;16800;0;3.9318256327243257;0;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
30;0;1;1;2;999;0;11895;0;5.030437921392435;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
60;0;1;0;1;999;0;12600;0;5.673323267171493;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
60;0;1;0;1;999;0;13000;0;4.007333185232471;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;0;0;1;999;0;15000;0;-3.6375861597263857;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
36;0;1;1;1;999;0;16800;0;4.624972813284271;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;0;0;1;999;0;13000;0;5.950642552587727;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
60;0;1;0;1;999;0;7697;0;4.406719247264253;0;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
39;0;1;0;1;999;0;11895;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
46;0;1;0;1;999;0;16800;0;5.438079308923196;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
44;0;1;0;1;999;0;13000;0;-6.51471269087253;1;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
53;0;0;0;1;999;0;13000;0;4.51085950651685;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
52;0;1;0;1;999;0;13000;0;4.859812404361672;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;1;0;3;999;0;13000;0;5.19295685089021;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
27;0;1;0;1;999;0;11895;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
44;0;1;0;1;999;0;13000;0;4.007333185232471;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
47;0;1;0;1;999;0;11895;0;5.0238805208462765;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
34;0;0;1;1;999;0;12600;0;4.127134385045092;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;1;0;1;999;0;7697;0;3.4339872044851463;0;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
45;0;1;0;2;999;0;16800;0;6.261491684321042;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
29;0;1;0;1;999;0;13000;0;3.4657359027997265;0;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
46;0;0;0;1;999;0;11895;0;4.382026634673881;0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
56;0;1;1;2;999;0;15000;0;-3.5553480614894135;1;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
36;0;1;0;1;999;0;13000;0;6.1070228877422545;0;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;1;0;1;999;0;7697;0;4.406719247264253;0;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
44;0;1;0;2;999;0;13000;0;4.976733742420574;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
41;0;1;0;1;999;0;12600;0;5.863631175598097;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
33;0;1;0;1;999;0;16800;0;-4.219507705176107;1;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;0;0;1;999;0;16800;0;5.572154032177765;0;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;0;0;1;999;0;11895;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
56;0;1;0;1;999;0;11895;0;4.04305126783455;0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
51;0;1;0;1;999;0;13000;0;3.295836866004329;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
34;0;1;0;3;999;0;12600;0;1.3862943611198906;0;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
43;0;1;1;2;999;0;13000;0;3.7376696182833684;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
52;0;0;1;1;999;0;11895;0;2.0794415416798357;0;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
33;0;1;0;2;999;0;11895;0;4.663439094112067;0;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
29;0;1;1;1;999;0;12600;0;6.70808408385307;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
34;0;1;1;1;999;0;13000;0;-2.833213344056216;1;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
31;0;1;0;1;999;0;13000;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;1;0;1;999;0;13000;1;7.814803429489359;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;0;0;1;999;0;16800;0;7.078341579557671;0;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
32;0;1;0;1;999;0;12600;0;5.384495062789089;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
38;0;1;0;1;999;0;11895;0;7.430114138561801;0;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
55;0;1;1;2;999;0;12600;0;6.688354713946762;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
28;0;1;0;2;999;0;7091;0;0.0;0;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
23;0;1;0;1;999;0;13000;0;4.553876891600541;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
32;0;1;0;1;999;0;11895;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
43;0;0;0;1;999;0;13000;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
32;0;1;0;1;999;0;13000;0;6.249975242259483;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
46;0;1;0;1;999;0;13000;0;5.583496308781699;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
53;0;1;0;1;999;0;14400;0;6.854354502255021;0;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
34;0;1;0;1;999;0;15000;0;1.3862943611198906;0;False;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
57;0;0;0;1;999;0;7091;0;3.7612001156935624;0;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
37;0;1;0;1;999;0;13000;0;3.6375861597263857;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
59;0;1;0;1;999;0;13000;0;4.060443010546419;0;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
33;0;1;0;1;999;0;13000;0;3.1354942159291497;0;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False
