age;education;default;housing;loan;previously_contacted;balance_negative;balance_log;converted;job_blue-collar;job_entrepreneur;job_housemaid;job_management;job_retired;job_self-employed;job_services;job_student;job_technician;job_unemployed;job_unknown;marital_married;marital_single
53;1;0;1;0;0;0;6.897704943128636;0;False;False;False;False;False;False;False;False;True;False;False;False;False
57;0;0;1;0;0;0;5.521460917862246;0;True;False;False;False;False;False;False;False;False;False;False;True;False
33;1;0;1;0;0;0;6.673297967767654;0;False;False;False;False;False;False;True;False;False;False;False;True;False
49;-1;0;1;0;0;0;5.043425116919247;0;True;False;False;False;False;False;False;False;False;False;False;True;False
51;2;0;1;0;0;0;8.784315349902657;0;False;False;False;True;False;False;False;False;False;False;False;True;False
60;2;0;0;0;0;0;4.61512051684126;0;False;False;False;False;True;False;False;False;False;False;False;True;False
59;2;0;1;0;0;0;4.0943445622221;0;False;False;False;True;False;False;False;False;False;False;False;False;False
55;1;0;1;0;0;0;7.095064377287131;0;False;False;False;False;False;False;False;False;True;False;False;True;False
35;1;0;1;1;0;0;9.411156511406302;0;True;False;False;False;False;False;False;False;False;False;False;False;True
57;1;0;1;1;0;0;8.688790784847216;0;True;False;False;False;False;False;False;False;False;False;False;True;False
31;1;0;1;1;0;0;3.258096538021482;0;False;False;False;False;False;False;True;False;False;False;False;True;False
54;1;0;1;1;0;0;5.645446897643238;0;False;False;False;True;False;False;False;False;False;False;False;True;False
55;0;0;1;0;0;0;3.1780538303479458;0;True;False;False;False;False;False;False;False;False;False;False;True;False
43;1;0;1;0;0;0;7.569411792450712;0;False;False;False;False;False;False;False;False;True;False;False;True;False
53;1;0;1;0;0;0;5.953243334287785;0;False;False;False;False;False;False;False;False;True;False;False;True;False
44;1;0;0;1;0;0;6.368187186350492;0;True;False;False;False;False;False;False;False;False;False;False;True;False
55;1;0;0;0;0;0;4.5217885770490405;0;False;False;False;False;False;False;True;False;False;False;False;False;False
49;1;0;1;1;0;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;False;False
55;1;1;1;0;0;0;0.6931471805599453;0;False;False;False;False;False;False;True;False;False;False;False;False;False
45;1;0;1;0;0;0;5.332718793265369;0;False;False;False;False;False;False;False;False;False;False;False;False;True
47;1;0;0;0;0;0;5.10594547390058;0;False;False;False;False;False;False;True;False;False;False;False;False;False
42;1;0;1;0;0;0;6.53813982376767;0;False;False;False;False;False;False;False;False;True;False;False;False;True
59;1;0;1;0;0;0;7.759614150696903;1;False;False;False;False;False;False;False;False;False;False;False;True;False
46;2;0;1;1;0;0;4.927253685157205;0;False;False;False;False;False;True;False;False;False;False;False;True;False
51;0;0;1;0;0;0;5.159055299214529;0;True;False;False;False;False;False;False;False;False;False;False;True;False
56;1;0;0;0;0;0;3.828641396489095;1;False;False;False;False;False;False;False;False;False;False;False;True;False
41;1;0;1;0;0;0;7.147559271189454;1;False;False;False;False;False;False;False;False;True;False;False;True;False
46;1;0;1;1;0;0;2.833213344056216;0;False;False;False;True;False;False;False;False;False;False;False;False;False
57;1;0;1;0;0;0;6.18826412308259;0;False;False;False;False;True;False;False;False;False;False;False;True;False
42;1;0;0;0;0;0;3.9318256327243257;0;False;False;False;True;False;False;False;False;False;False;False;False;True
30;1;0;1;1;0;0;5.030437921392435;0;False;False;False;False;False;False;False;False;True;False;False;True;False
60;1;0;1;0;0;0;5.673323267171493;0;False;False;False;False;False;False;False;False;False;False;False;True;False
60;-1;0;1;0;0;0;4.007333185232471;0;True;False;False;False;False;False;False;False;False;False;False;True;False
57;1;0;0;0;0;1;-3.6375861597263857;0;False;True;False;False;False;False;False;False;False;False;False;False;False
36;2;0;1;1;0;0;4.624972813284271;0;False;False;False;True;False;False;False;False;False;False;False;True;False
55;1;0;0;0;0;0;5.950642552587727;0;True;False;False;False;False;False;False;False;False;False;False;True;False
60;2;0;1;0;0;0;4.406719247264253;0;False;False;False;False;True;False;False;False;False;False;False;True;False
39;1;0;1;0;0;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;True;False
46;2;0;1;0;0;0;5.438079308923196;0;False;False;False;True;False;False;False;False;False;False;False;True;False
44;1;0;1;0;0;1;-6.51471269087253;0;True;False;False;False;False;False;False;False;False;False;False;True;False
53;0;0;0;0;0;0;4.51085950651685;0;True;False;False;False;False;False;False;False;False;False;False;True;False
52;0;0;1;0;0;0;4.859812404361672;0;True;False;False;False;False;False;False;False;False;False;False;True;False
59;0;0;1;0;0;0;5.19295685089021;0;True;False;False;False;False;False;False;False;False;False;False;True;False
27;2;0;1;0;0;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;False;True
44;1;0;1;0;0;0;4.007333185232471;0;True;False;False;False;False;False;False;False;False;False;False;True;False
47;2;0;1;0;0;0;5.0238805208462765;0;False;False;False;False;False;False;False;False;True;False;False;True;False
34;1;0;0;1;0;0;4.127134385045092;0;False;False;False;False;False;False;False;False;False;False;False;True;False
59;1;0;1;0;0;0;3.4339872044851463;0;False;False;False;False;True;False;False;False;False;False;False;False;True
45;2;0;1;0;0;0;6.261491684321042;0;False;False;False;True;False;False;False;False;False;False;False;True;False
29;1;0;1;0;0;0;3.4657359027997265;0;False;False;False;False;False;False;True;False;False;False;False;False;False
46;1;0;0;0;0;0;4.382026634673881;0;False;False;False;False;False;False;False;False;True;False;False;False;False
56;0;0;1;1;0;1;-3.5553480614894135;0;False;False;False;False;False;True;False;False;False;False;False;True;False
36;0;0;1;0;0;0;6.1070228877422545;0;True;False;False;False;False;False;False;False;False;False;False;True;False
59;0;0;1;0;0;0;4.406719247264253;0;False;False;False;False;True;False;False;False;False;False;False;False;False
44;1;0;1;0;0;0;4.976733742420574;0;True;False;False;False;False;False;False;False;False;False;False;True;False
41;1;0;1;0;0;0;5.863631175598097;0;False;False;False;False;False;False;False;False;False;False;False;True;False
33;2;0;1;0;0;1;-4.219507705176107;0;False;False;False;True;False;False;False;False;False;False;False;False;True
59;2;0;0;0;0;0;5.572154032177765;0;False;False;False;True;False;False;False;False;False;False;False;False;False
57;0;0;0;0;0;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;True;False
56;-1;0;1;0;0;0;4.04305126783455;0;False;False;False;False;False;False;False;False;True;False;False;False;False
51;1;0;1;0;0;0;3.295836866004329;0;True;False;False;False;False;False;False;False;False;False;False;True;False
34;-1;0;1;0;0;0;1.3862943611198906;0;False;False;False;False;False;False;False;False;False;False;False;True;False
43;1;0;1;1;0;0;3.7376696182833684;0;False;False;False;False;False;False;True;False;False;False;False;True;False
52;2;0;0;1;0;0;2.0794415416798357;0;False;False;False;False;False;False;False;False;True;False;False;True;False
33;1;0;1;0;0;0;4.663439094112067;0;False;False;False;False;False;False;False;False;True;False;False;False;True
29;1;0;1;1;0;0;6.70808408385307;0;False;False;False;False;False;False;False;False;False;False;False;False;True
34;1;0;1;1;0;1;-2.833213344056216;0;False;False;False;False;False;False;True;False;False;False;False;True;False
31;1;0;1;0;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False
55;1;0;1;0;0;0;7.814803429489359;1;False;False;False;False;False;False;True;False;False;False;False;True;False
55;-1;0;0;0;0;0;7.078341579557671;0;False;False;False;True;False;False;False;False;False;False;False;True;False
32;1;0;1;0;0;0;5.384495062789089;0;False;False;False;False;False;False;False;False;False;False;False;False;True
38;1;0;1;0;0;0;7.430114138561801;0;False;False;False;False;False;False;False;False;True;False;False;False;True
55;1;0;1;1;0;0;6.688354713946762;0;False;False;False;False;False;False;False;False;False;False;False;False;True
28;2;0;1;0;0;0;0.0;0;False;False;False;False;False;False;False;False;False;True;False;False;True
23;1;0;1;0;0;0;4.553876891600541;0;True;False;False;False;False;False;False;False;False;False;False;True;False
32;1;0;1;0;0;0;0.0;0;False;False;False;False;False;False;False;False;True;False;False;False;True
43;-1;0;0;0;0;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;False;True
32;1;0;1;0;0;0;6.249975242259483;0;True;False;False;False;False;False;False;False;False;False;False;True;False
46;1;0;1;0;0;0;5.583496308781699;0;True;False;False;False;False;False;False;False;False;False;False;True;False
53;0;0;1;0;0;0;6.854354502255021;0;False;False;True;False;False;False;False;False;False;False;False;False;False
34;1;0;1;0;0;0;1.3862943611198906;0;False;False;False;False;False;True;False;False;False;False;False;False;True
57;2;0;0;0;0;0;3.7612001156935624;0;False;False;False;False;False;False;False;False;False;True;False;True;False
37;1;0;1;0;0;0;3.6375861597263857;0;True;False;False;False;False;False;False;False;False;False;False;True;False
59;1;0;1;0;0;0;4.060443010546419;0;True;False;False;False;False;False;False;False;False;False;False;True;False
33;1;0;1;0;0;0;3.1354942159291497;0;False;False;False;False;False;False;True;False;False;False;False;True;False
56;0;0;1;0;0;0;2.1972245773362196;0;True;False;False;False;False;False;False;False;False;False;False;False;False
48;1;0;1;0;0;0;5.683579767338681;0;False;False;False;False;False;False;False;False;False;True;False;True;False
43;0;0;1;0;0;0;1.3862943611198906;0;False;False;False;False;False;False;True;False;False;False;False;True;False
54;0;0;1;0;0;0;5.855071922202427;0;True;False;False;False;False;False;False;False;False;False;False;True;False
51;-1;0;1;0;0;1;-2.995732273553991;0;True;False;False;False;False;False;False;False;False;False;False;True;False
26;1;0;1;0;0;0;0.0;0;False;False;False;False;False;False;False;True;False;False;False;False;True
40;2;0;1;0;0;1;-1.6094379124341003;0;False;False;False;True;False;False;False;False;False;False;False;True;False
39;1;0;1;0;0;0;2.9444389791664403;0;False;False;False;True;False;False;False;False;False;False;False;True;False
50;0;0;0;0;0;0;4.941642422609304;0;False;False;False;False;False;False;False;False;True;False;False;True;False
41;1;0;1;0;0;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;True;False
51;-1;0;1;0;0;0;7.5411524551363085;0;True;False;False;False;False;False;False;False;False;False;False;True;False
60;1;0;1;0;0;0;5.37989735354046;0;False;False;False;False;True;False;False;False;False;False;False;False;False
52;1;0;1;0;0;0;6.663132695990803;0;True;False;False;False;False;False;False;False;False;False;False;True;False
48;1;0;1;0;0;0;6.807934943699926;0;True;False;False;False;False;False;False;False;False;False;False;True;False
48;-1;0;1;0;0;0;7.441906728051625;0;False;False;False;False;False;False;True;False;False;False;False;True;False
39;2;0;1;0;0;0;3.871201010907891;0;False;False;False;False;False;False;False;False;True;False;False;False;True
47;1;0;1;0;0;0;5.176149732573829;0;False;False;False;False;False;False;True;False;False;False;False;False;True
40;1;0;1;0;0;0;7.111512116496157;0;True;False;False;False;False;False;False;False;False;False;False;True;False
45;1;0;1;0;0;0;4.465908118654584;0;False;False;False;False;False;False;False;False;True;False;False;True;False
26;1;0;1;0;0;0;4.418840607796598;0;False;False;False;False;False;False;False;False;False;False;False;False;True
52;2;0;1;0;0;0;5.605802066295998;0;False;False;False;True;False;False;False;False;False;False;False;True;False
54;1;0;1;0;0;0;7.229113877793302;0;False;False;False;False;False;False;False;False;True;False;False;True;False
54;2;0;0;0;0;0;5.220355825078324;1;False;False;False;False;False;False;False;False;False;False;False;True;False
50;0;0;0;0;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False
35;1;0;1;0;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False
44;1;0;1;1;0;0;7.213768308118642;0;False;False;False;False;False;False;True;False;False;False;False;True;False
53;-1;0;1;0;0;0;2.995732273553991;0;False;True;False;False;False;False;False;False;False;False;False;True;False
35;0;0;0;0;0;0;6.075346031088684;0;False;False;False;False;True;False;False;False;False;False;False;False;True
60;1;0;1;0;0;0;4.532599493153256;0;False;False;False;False;False;False;False;False;False;False;False;False;False
53;1;0;1;0;0;0;7.049254841255837;0;False;False;False;False;False;False;False;False;False;False;False;False;False
48;1;0;1;0;0;0;3.7376696182833684;0;False;False;False;False;False;False;False;False;False;True;False;True;False
34;1;0;1;0;0;0;3.9512437185814275;0;False;False;False;False;False;False;False;False;True;False;False;True;False
54;1;0;1;0;0;0;5.3706380281276624;0;False;False;False;False;False;False;True;False;False;False;False;True;False
51;1;0;1;0;0;0;7.057897937411856;0;False;False;False;True;False;False;False;False;False;False;False;True;False
31;2;0;1;0;0;0;3.6375861597263857;0;False;False;False;False;False;False;True;False;False;False;False;True;False
35;1;0;1;0;0;0;6.669498089857879;0;False;False;False;False;False;False;False;False;True;False;False;False;False
35;1;0;1;0;0;0;4.0943445622221;0;False;False;False;False;False;False;True;False;False;False;False;True;False
38;1;0;1;0;0;0;5.537334267018537;0;False;False;False;False;False;False;False;False;True;False;False;True;False
36;2;0;1;0;0;0;5.356586274672012;0;False;False;False;False;False;False;False;False;False;False;False;True;False
58;0;0;1;0;0;0;5.4638318050256105;0;False;False;False;False;True;False;False;False;False;False;False;True;False
40;-1;0;1;0;0;0;8.385944904806284;0;False;False;False;False;False;False;True;False;False;False;False;False;False
54;1;0;0;0;0;0;8.314097335405807;0;False;False;False;True;False;False;False;False;False;False;False;True;False
34;1;0;1;1;0;0;3.9889840465642745;0;True;False;False;False;False;False;False;False;False;False;False;False;True
31;2;0;1;0;0;0;0.0;0;False;False;False;True;False;False;False;False;False;False;False;False;True
51;1;0;1;0;0;0;7.662937850461535;0;False;False;False;False;True;False;False;False;False;False;False;True;False
33;2;0;1;0;0;0;5.934894195619588;0;False;False;False;True;False;False;False;False;False;False;False;True;False
55;2;0;1;0;0;0;4.30406509320417;0;False;False;False;True;False;False;False;False;False;False;False;True;False
42;1;0;1;0;0;0;6.100318952020064;0;False;False;False;False;False;False;False;False;False;False;False;True;False
34;1;0;1;0;0;0;5.497168225293202;0;True;False;False;False;False;False;False;False;False;False;False;True;False
33;1;0;1;0;0;0;5.730099782973574;0;True;False;False;False;False;False;False;False;False;False;False;False;True
38;1;0;1;0;0;0;5.049856007249537;0;False;False;False;False;False;False;True;False;False;False;False;True;False
50;2;0;0;1;0;0;5.159055299214529;0;False;False;False;False;False;False;False;False;True;False;False;False;False
43;2;0;1;0;0;0;5.993961427306569;0;False;False;False;True;False;False;False;False;False;False;False;True;False
61;0;0;1;0;0;0;7.264730177929867;0;True;False;False;False;False;False;False;False;False;False;False;False;False
47;1;0;1;0;0;0;5.393627546352362;0;False;False;False;False;False;False;False;False;False;False;False;True;False
48;2;0;1;0;0;0;2.0794415416798357;0;False;False;False;False;False;True;False;False;False;False;False;True;False
44;1;0;1;0;0;0;6.3561076606958915;0;True;False;False;False;False;False;False;False;False;False;False;True;False
35;-1;0;1;0;0;0;5.700443573390687;0;False;False;False;False;False;False;False;True;False;False;False;False;True
35;1;0;1;0;0;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;True;False
50;1;0;1;0;0;0;8.648221453822641;0;False;False;False;False;False;False;True;False;False;False;False;True;False
41;2;0;1;1;0;0;5.176149732573829;0;False;False;False;True;False;False;False;False;False;False;False;True;False
41;2;0;1;0;0;0;6.249975242259483;0;False;False;False;True;False;False;False;False;False;False;False;True;False
39;-1;0;1;0;0;0;5.552959584921617;0;False;False;False;False;False;False;True;False;False;False;False;False;True
42;1;0;1;0;0;0;4.04305126783455;0;False;False;False;False;True;False;False;False;False;False;False;True;False
38;1;0;1;0;0;1;-5.968707559985366;0;True;False;False;False;False;False;False;False;False;False;False;True;False
53;1;0;1;0;0;0;5.802118375377063;0;False;False;False;False;True;False;False;False;False;False;False;True;False
59;0;0;0;0;0;0;5.278114659230517;0;False;False;True;False;False;False;False;False;False;False;False;False;False
36;1;0;1;0;0;0;5.71042701737487;0;False;False;False;False;False;False;True;False;False;False;False;True;False
54;0;0;1;0;0;1;-3.7376696182833684;0;True;False;False;False;False;False;False;False;False;False;False;True;False
40;2;0;1;0;0;0;6.182084906716632;0;False;False;False;False;False;False;False;False;True;False;False;True;False
47;-1;0;0;0;0;0;3.367295829986474;0;False;False;False;False;False;False;False;False;False;False;True;True;False
53;-1;0;0;0;0;0;2.6390573296152584;0;False;False;False;False;False;False;False;False;False;True;False;True;False
46;0;0;0;0;0;0;6.873163834212518;0;False;False;True;False;False;False;False;False;False;False;False;True;False
39;2;0;1;1;0;0;5.937536205082426;0;False;False;False;True;False;False;False;False;False;False;False;True;False
40;1;0;1;0;0;0;5.393627546352362;0;False;False;False;False;False;False;False;False;False;True;False;True;False
28;0;0;1;0;0;0;5.783825182329737;0;True;False;False;False;False;False;False;False;False;False;False;True;False
35;1;0;1;0;0;1;-4.248495242049359;0;False;True;False;False;False;False;False;False;False;False;False;False;False
55;1;0;0;1;0;0;0.0;0;False;False;False;False;True;False;False;False;False;False;False;True;False
43;-1;0;1;0;0;0;5.327876168789581;0;False;False;False;False;False;False;False;False;True;False;False;False;False
48;0;0;1;0;0;0;5.631211781821365;0;True;False;False;False;False;False;False;False;False;False;False;True;False
58;-1;0;1;0;0;0;6.97166860472579;0;False;False;False;True;False;False;False;False;False;False;False;True;False
33;2;0;1;0;0;0;3.5553480614894135;0;False;False;False;True;False;False;False;False;False;False;False;False;True
36;-1;0;0;0;0;0;6.9411900550683745;0;True;False;False;False;False;False;False;False;False;False;False;True;False
53;1;0;1;0;0;0;7.291656209174461;0;False;False;False;False;False;False;True;False;False;False;False;False;False
47;0;0;1;0;0;1;-2.5649493574615367;0;True;False;False;False;False;False;False;False;False;False;False;True;False
31;1;0;1;0;0;0;5.963579343618446;0;False;False;False;False;False;False;True;False;False;False;False;True;False
57;1;0;1;0;0;0;5.68697535633982;0;False;True;False;False;False;False;False;False;False;False;False;True;False
53;-1;0;0;0;0;0;7.510977752014095;0;True;False;False;False;False;False;False;False;False;False;False;True;False
55;0;0;1;0;0;0;6.4425401664681985;0;True;False;False;False;False;False;False;False;False;False;False;True;False
45;0;0;1;0;0;0;3.258096538021482;0;True;False;False;False;False;False;False;False;False;False;False;True;False
53;1;0;1;0;0;0;5.755742213586912;0;False;False;False;False;False;False;False;False;False;False;False;False;False
37;0;0;1;0;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False
44;1;0;1;0;0;0;4.204692619390966;0;False;False;False;False;False;False;False;False;False;False;False;False;False
49;0;0;1;1;0;1;-2.302585092994046;0;True;False;False;False;False;False;False;False;False;False;False;False;False
46;1;0;1;1;0;0;5.857933154483459;0;False;False;False;False;False;False;False;False;True;False;False;True;False
43;-1;0;1;0;0;0;4.61512051684126;0;False;True;False;False;False;False;False;False;False;False;False;True;False
38;1;0;0;0;0;0;0.0;0;False;False;False;False;False;False;False;False;False;False;False;True;False
43;1;0;1;0;0;0;6.075346031088684;0;False;False;False;False;False;False;False;False;True;False;False;True;False
49;2;0;1;0;0;0;8.08271113423758;0;False;False;False;True;False;False;False;False;False;False;False;True;False
42;-1;0;0;0;0;0;5.62040086571715;0;False;False;False;True;False;False;False;False;False;False;False;True;False
22;1;0;1;0;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;False;True
40;2;0;1;0;0;0;5.337538079701318;0;False;False;False;True;False;False;False;False;False;False;False;True;False
39;1;0;1;0;0;0;6.182084906716632;0;True;False;False;False;False;False;False;False;False;False;False;True;False
51;1;0;1;0;0;0;7.718240951959316;0;False;False;False;False;False;False;True;False;False;False;False;True;False
49;1;0;1;0;0;0;6.061456918928017;0;False;False;False;False;False;False;False;False;False;False;False;True;False
53;1;0;1;1;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False
34;1;0;1;0;0;0;0.0;0;False;False;False;False;False;False;True;False;False;False;False;False;True
33;1;0;1;0;0;0;4.948759890378168;0;False;False;False;False;False;False;False;False;True;False;False;False;False
50;2;0;1;0;0;0;5.697093486505405;0;False;False;False;True;False;False;False;False;False;False;False;False;True
39;0;0;1;0;0;0;5.634789603169249;0;True;False;False;False;False;False;False;False;False;False;False;True;False
59;1;0;1;0;0;0;6.804614520062624;0;False;True;False;False;False;False;False;False;False;False;False;False;False
30;1;0;1;0;0;0;7.853216388156072;0;False;False;False;False;False;False;False;False;True;False;False;False;True
36;1;0;1;1;0;0;4.969813299576001;0;False;False;False;False;False;False;True;False;False;False;False;True;False
40;1;0;1;0;0;0;6.16541785423142;0;True;False;False;False;False;False;False;False;False;False;False;True;False
53;1;0;1;0;0;0;4.2626798770413155;0;True;False;False;False;False;False;False;False;False;False;False;True;False
34;2;0;1;0;0;0;5.765191102784844;0;False;False;False;True;False;False;False;False;False;False;False;False;True
37;1;0;1;0;0;0;5.62040086571715;0;False;False;False;False;False;False;False;False;True;False;False;True;False
42;2;0;1;0;0;0;6.610696044717759;0;False;False;False;True;False;False;False;False;False;False;False;False;False
41;0;0;1;0;0;0;5.4680601411351315;0;False;True;False;False;False;False;False;False;False;False;False;True;False
30;2;0;1;0;0;0;3.258096538021482;0;False;False;False;False;False;False;False;True;False;False;False;False;True
37;2;0;1;0;0;0;6.398594934535208;0;False;False;False;True;False;False;False;False;False;False;False;False;True
39;1;0;1;0;0;1;-5.857933154483459;0;False;False;False;False;False;False;False;False;False;False;False;False;False
41;0;0;1;1;0;0;5.214935757608986;0;True;False;False;False;False;False;False;False;False;False;False;True;False
40;0;0;1;0;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;True;False
42;2;0;1;1;0;0;0.0;1;False;False;False;True;False;False;False;False;False;False;False;False;True
40;0;0;1;0;0;0;0.0;0;True;False;False;False;False;False;False;False;False;False;False;False;False
57;1;0;1;0;0;0;6.983789965258135;0;False;False;False;False;False;False;False;False;True;False;False;True;False
56;1;0;0;0;0;0;5.049856007249537;0;False;True;False;False;False;False;False;False;False;False;False;False;False
37;1;0;1;0;0;0;5.25227342804663;0;False;False;False;False;False;False;False;False;False;False;False;True;False
59;1;0;1;0;0;0;5.768320995793772;0;False;False;False;False;True;False;False;False;False;False;False;True;False
