cust_id,deals,fruits,wines,sweets,meat,gold,fish
442,4,11,116,17,72,46,3
443,2,15,143,23,60,5,24
444,1,96,398,96,447,32,220
445,4,0,522,16,257,66,32
446,1,0,161,191,253,122,199
447,2,0,112,1,6,14,2
448,1,84,483,84,398,241,205
449,2,5,7,15,39,37,17
450,1,25,789,38,420,0,16
451,1,17,1239,34,413,17,23
452,1,1,4,0,5,3,2
453,3,42,335,5,127,5,28
454,3,8,639,8,166,58,11
455,4,76,563,192,384,89,84
456,1,0,2,2,8,3,2
457,7,8,746,8,125,8,11
458,2,1,22,0,13,4,4
459,1,1,4,1,6,9,4
460,4,0,478,75,193,117,110
461,2,3,20,0,4,2,2
462,1,0,451,4,39,24,0
463,4,22,371,0,39,92,6
464,7,7,281,0,84,119,15
465,1,7,19,1,19,24,0
466,1,3,26,10,13,0,2
467,2,15,138,11,35,72,25
468,4,2,213,2,44,5,0
469,1,28,407,74,100,18,120
470,1,74,483,37,114,18,169
471,2,0,738,20,232,50,13
472,2,12,502,6,109,90,16
473,1,0,11,1,5,1,2
474,1,1,24,29,108,14,29
475,2,19,1170,76,594,134,99
476,2,2,185,5,88,14,15
477,1,20,983,50,389,40,240
478,4,0,691,0,69,130,10
479,1,13,504,0,131,26,8
480,3,25,317,19,265,12,25
481,1,1,29,0,9,2,2
482,1,0,1396,35,322,17,46
483,3,0,529,28,356,0,63
484,1,14,388,14,218,21,91
485,2,2,13,0,21,24,4
486,1,0,28,0,4,0,0
487,1,36,16,62,21,108,20
488,2,0,1047,38,140,153,67
489,1,0,31,0,7,6,2
490,2,10,815,10,239,108,28
491,1,162,225,36,387,29,106
492,1,70,493,40,324,84,146
493,1,4,34,10,66,20,3
494,6,138,382,26,65,59,60
495,3,1,127,1,56,31,0
496,1,83,325,58,300,91,86
497,3,17,238,10,68,6,8
498,1,92,1168,129,408,55,72
499,4,0,284,6,55,52,0
500,1,20,1288,61,613,27,80
501,4,0,65,3,46,20,4
502,1,7,11,1,9,11,3
503,1,23,227,21,389,75,42
504,1,134,1035,38,670,0,25
505,2,1,27,0,12,10,2
506,1,73,982,14,351,175,56
507,1,2,179,17,64,58,38
508,1,33,1379,33,216,66,0
509,3,1,32,12,64,85,16
510,1,4,8,6,15,2,7
511,1,38,881,25,319,12,16
512,1,15,141,31,153,35,67
513,1,155,1000,17,379,120,224
514,6,10,206,27,67,71,30
515,4,61,162,57,83,61,97
516,1,54,619,54,260,54,127
517,7,4,456,0,24,9,0
518,2,6,112,9,92,38,3
519,2,3,11,2,22,6,2
520,4,12,172,0,112,15,8
521,1,0,78,0,11,7,0
522,1,151,464,60,292,30,65
523,2,4,99,54,32,6,37
524,3,3,19,5,19,26,4
525,3,9,1,3,8,22,11
526,2,10,63,19,83,19,7
527,2,3,252,3,42,102,4
528,1,19,1478,19,403,0,0
529,2,18,198,108,252,54,32
530,2,4,8,7,10,6,6
531,1,46,416,107,925,46,60
532,1,7,42,12,43,10,20
533,4,3,14,1,21,28,2
534,2,0,17,0,3,1,0
535,2,4,15,4,10,18,3
536,2,16,6,0,24,34,11
537,2,0,458,4,24,34,6
538,1,3,30,21,47,42,19
539,1,28,179,123,520,47,111
540,6,17,90,6,97,15,15
541,2,85,308,45,137,118,102
542,1,129,557,185,761,111,29
543,2,4,7,8,13,17,15
544,1,38,1492,57,287,33,50
545,1,8,30,8,12,12,8
546,0,153,249,134,940,38,58
547,2,25,465,0,132,37,136
548,5,129,129,121,259,83,168
549,3,18,174,6,81,24,28
550,2,2,189,2,29,40,3
551,4,10,747,40,161,42,65
552,1,0,6,0,2,1,2
553,1,0,14,0,3,4,0
554,1,0,12,0,4,1,0
555,5,0,98,10,106,106,49
556,2,0,32,0,5,1,0
557,3,12,51,24,49,24,17
558,1,5,200,10,44,20,0
559,2,6,25,0,25,0,6
560,3,12,1050,0,144,24,0
561,3,0,117,0,22,30,13
562,4,4,9,2,17,7,10
563,2,0,56,0,11,8,0
564,6,13,145,2,46,4,17
565,5,0,203,0,10,2,0
566,7,3,270,6,27,99,39
567,1,0,9,6,16,10,6
568,1,12,37,11,23,52,8
569,2,0,46,0,7,2,0
570,4,1,31,2,13,9,7
571,1,21,1060,0,530,224,32
572,2,47,264,47,188,11,54
573,3,4,399,4,30,30,6
574,1,9,8,5,9,22,2
575,2,0,19,4,35,17,6
576,0,183,817,163,797,20,106
577,1,127,292,127,635,165,132
578,1,6,12,2,2,16,11
579,1,30,130,34,168,0,20
580,3,4,6,10,16,30,3
581,1,12,16,1,18,13,7
582,2,0,19,0,9,2,0
583,3,7,4,9,15,15,13
584,3,3,31,8,31,4,2
585,1,0,36,0,2,4,0
586,3,28,526,21,135,99,10
587,1,32,400,75,519,54,71
588,3,16,410,5,114,49,0
589,4,3,80,2,26,14,4
590,4,10,88,3,46,64,2
591,2,0,55,0,6,4,2
592,1,1,5,5,13,1,3
593,2,4,8,2,5,11,15
594,1,0,410,22,592,22,147
595,2,13,101,18,76,40,20
596,1,25,162,0,53,10,16
597,1,8,2,7,1,15,4
598,2,0,25,0,8,2,2
599,3,91,389,49,248,41,64
600,5,13,215,17,87,24,17
601,2,0,27,0,5,3,0
602,0,1,85,1,16,2,2
603,1,6,5,5,10,10,6
604,5,8,179,11,83,26,19
605,3,0,352,0,27,15,10
606,1,8,17,15,12,32,11
607,1,35,625,17,169,35,58
608,1,6,10,4,11,2,0
609,1,22,390,35,323,107,104
610,2,2,10,1,15,6,2
611,1,63,215,31,507,190,231
612,7,17,1001,125,572,17,93
613,3,18,19,1,33,8,24
614,3,5,41,3,129,3,10
615,2,107,1181,30,199,30,39
616,1,45,603,18,207,54,36
617,5,129,129,121,259,83,168
618,1,24,10,1,15,30,13
619,1,22,514,198,732,79,42
620,1,0,14,0,1,1,0
621,1,20,387,54,713,163,38
622,1,103,121,44,69,48,8
623,5,69,965,41,279,69,54
624,2,21,707,43,250,73,85
625,4,50,571,50,142,159,33
626,1,66,586,0,653,26,17
627,4,89,1063,12,102,25,16
628,2,3,305,3,27,144,4
629,1,105,1200,42,758,147,0
630,7,2,163,11,40,11,8
631,0,181,1009,21,104,207,202
632,1,6,125,4,73,19,8
633,3,0,721,50,152,50,119
634,2,4,315,31,62,146,41
635,0,19,1000,115,711,38,125
636,2,0,16,3,17,6,6
637,5,80,757,80,217,11,29
638,1,2,30,1,25,9,0
639,2,3,219,0,100,17,26
640,0,1,1,1,1,1,1
641,2,3,111,6,28,15,2
642,2,47,45,20,52,25,21
643,1,112,410,82,420,71,0
644,4,1,100,1,39,76,6
645,4,0,509,11,65,5,7
646,1,6,3,2,5,6,0
647,1,53,445,98,213,151,104
648,1,2,2,7,11,11,41
649,1,1,4,2,11,2,6
650,1,1,6,4,7,19,23
651,1,0,14,0,3,3,0
652,2,10,1,3,11,15,19
653,1,0,26,0,6,2,0
654,3,16,111,9,37,18,7
655,3,61,418,51,428,10,80
656,5,9,327,14,122,83,19
657,4,159,371,106,194,141,58
658,2,59,275,101,107,59,69
659,2,0,789,9,142,38,12
660,1,1,1,3,5,1,0
661,3,12,1004,12,145,36,32
662,1,81,187,43,149,91,25
663,4,4,56,1,76,18,17
664,1,32,365,110,117,6,34
665,2,23,595,23,123,154,10
666,1,134,1132,134,384,115,175
667,1,11,34,61,137,45,179
668,2,6,116,6,82,41,6
669,1,32,565,32,435,54,28
670,2,18,372,48,126,78,47
671,1,102,899,102,838,40,133
672,15,16,55,3,1622,4,17
673,1,40,760,40,480,26,0
674,1,86,260,9,559,67,63
675,6,0,459,0,24,4,6
676,1,0,466,49,224,99,119
677,3,15,67,11,80,80,17
678,1,0,2,7,7,10,3
679,3,1,67,2,20,31,0
680,1,4,92,3,18,6,3
681,1,2,4,0,11,4,2
682,3,1,20,3,28,2,3
683,2,11,273,83,178,29,62
684,1,22,434,22,388,34,104
685,3,11,321,26,309,34,33
686,2,123,212,64,177,23,15
687,3,12,909,12,278,242,0
688,1,32,1184,16,352,16,21
689,3,19,112,14,21,5,16
690,2,80,656,107,455,93,52
691,1,0,23,2,8,18,6
692,2,6,537,6,42,30,16
693,3,0,712,0,45,191,0
694,1,1,23,2,13,18,2
695,1,3,1,2,4,6,2
696,4,58,664,0,83,66,32
697,2,10,6,14,21,42,19
698,3,5,299,21,201,49,21
699,3,13,99,8,66,4,43
700,1,40,749,160,294,147,121
701,1,25,345,138,501,80,63
702,2,4,9,5,18,5,7
703,6,81,440,122,368,174,0
704,1,2,8,0,5,3,3
705,2,9,670,28,249,9,0
706,1,0,524,28,134,155,28
707,2,0,6,1,6,1,2
708,1,166,597,166,597,249,172
709,5,0,7,7,12,32,13
710,1,0,54,0,7,4,0
711,1,25,445,76,706,48,80
712,1,142,294,58,218,151,164
713,7,3,292,3,77,26,10
714,1,22,412,28,132,183,59
715,1,0,8,0,3,0,0
716,8,4,349,0,78,43,6
717,7,9,328,24,124,109,12
718,5,2,144,2,99,30,7
719,3,28,1126,28,211,42,37
720,1,0,967,50,617,0,43
721,2,79,432,136,341,170,177
722,1,39,138,18,63,21,55
723,1,0,0,4,1,6,7
724,2,133,509,24,497,97,78
725,4,10,948,21,86,21,13
726,2,2,39,3,25,24,4
727,3,1,28,0,21,10,3
728,2,11,13,8,24,40,13
729,1,26,307,31,360,40,138
730,1,31,901,31,345,191,75
731,3,5,2,8,12,7,4
732,1,17,283,106,372,44,138
733,1,3,4,3,7,11,0
734,1,80,769,34,252,65,15
735,1,42,518,56,742,84,55
736,2,8,350,4,66,4,17
737,1,53,445,98,213,151,104
738,1,178,778,27,689,44,41
739,1,93,709,80,374,80,104
740,1,35,359,116,314,89,93
741,5,12,799,12,375,12,16
742,5,10,895,0,101,152,13
743,2,2,40,4,23,23,0
744,1,0,76,0,7,16,0
745,2,5,11,5,22,11,12
746,2,16,245,43,223,16,21
747,1,107,647,67,391,40,175
748,1,1,39,1,9,34,2
749,1,35,203,17,305,227,46
750,3,3,138,0,38,59,4
751,1,51,587,0,898,86,247
752,1,97,595,133,291,121,127
753,1,12,43,15,23,61,29
754,4,7,301,0,74,58,10
755,2,32,180,32,348,90,76
756,1,115,794,0,243,205,150
757,8,5,392,26,91,112,28
758,3,1,39,4,22,12,3
759,0,2,107,2,12,12,2
760,1,0,13,0,3,0,0
761,2,0,70,0,17,6,0
762,1,11,680,0,392,0,75
763,2,1,26,1,11,4,0
764,2,0,522,120,522,134,227
765,1,12,412,182,546,0,78
766,2,5,6,0,5,5,8
767,1,3,2,1,6,9,4
768,1,3,1,5,8,5,2
769,1,2,6,6,15,3,6
770,2,12,4,16,5,17,3
771,5,2,18,2,19,6,0
772,6,48,324,18,186,198,39
773,6,9,327,4,125,139,25
774,4,27,229,3,71,34,13
775,1,168,521,76,706,61,80
776,1,23,184,23,446,23,30
777,1,8,4,2,11,13,12
778,4,2,183,2,64,12,7
779,2,19,31,14,35,52,26
780,1,3,219,9,60,12,12
781,3,28,479,14,136,35,75
782,3,44,584,8,212,177,46
783,1,91,627,91,597,15,159
784,3,1,24,2,16,5,12
785,4,5,330,27,159,16,36
786,1,1,19,1,10,8,2
787,3,23,28,14,29,47,29
788,1,148,606,148,228,22,15
789,3,43,1039,58,204,29,153
790,6,0,411,0,26,21,0
791,1,1,34,7,19,0,2
792,4,28,161,3,136,45,32
793,7,53,623,17,178,133,23
794,2,26,604,161,470,94,123
795,1,10,3,16,8,32,3
796,2,2,12,1,17,10,6
797,1,174,184,30,256,32,50
798,6,0,393,69,239,69,90
799,0,73,410,161,747,30,76
800,2,9,376,4,83,4,19
801,1,2,7,1,4,4,2
802,3,0,68,157,226,68,51
803,1,14,642,7,49,57,0
804,2,7,8,6,9,12,13
805,1,53,840,71,804,17,23
806,2,10,7,11,13,11,3
807,1,5,464,0,64,37,7
808,1,3,30,21,47,42,19
809,1,38,1492,57,287,33,50
810,1,122,752,153,476,34,39
811,3,15,1279,0,287,15,20
812,2,1,22,1,8,2,2
813,1,28,860,56,409,56,73
814,1,0,3,0,5,1,13
815,1,5,10,1,28,8,11
816,1,16,351,5,156,145,7
817,3,5,421,16,90,10,0
818,2,5,2,18,7,18,0
819,2,1,25,1,9,1,2
820,5,123,336,123,274,141,46
821,2,9,191,6,97,82,0
822,1,50,563,31,774,187,28
823,1,0,31,1,6,8,0
824,2,5,479,17,82,171,7
825,3,6,18,8,15,17,12
826,3,65,91,44,52,28,10
827,4,7,5,14,24,20,19
828,4,14,2,3,28,7,16
829,1,50,362,35,431,54,134
830,1,74,724,55,929,130,97
831,2,91,605,45,399,205,0
832,3,7,547,7,140,63,0
833,2,1,104,9,54,14,13
834,4,2,8,10,15,18,0
835,2,2,224,0,25,110,7
836,3,0,384,32,102,5,21
837,1,54,556,133,845,63,202
838,2,0,24,0,2,9,0
839,3,0,408,0,21,17,0
840,7,199,265,9,303,170,234
841,1,0,34,0,7,0,0
842,3,64,374,25,116,64,84
843,2,2,27,0,10,1,0
844,1,20,600,30,350,33,29
845,2,2,13,1,18,0,6
846,6,2,167,0,89,34,0
847,1,2,0,1,3,5,4
848,6,35,46,41,69,66,84
849,2,39,88,13,78,93,58
850,3,11,243,3,119,15,10
851,3,11,275,7,68,7,25
852,1,0,6,0,4,0,0
853,3,62,121,20,90,125,68
854,2,12,4,7,15,12,19
855,1,0,1308,0,396,0,23
856,2,47,515,66,267,38,62
857,3,0,4,4,16,4,17
858,4,13,48,15,57,25,24
859,1,58,562,16,168,142,43
860,1,22,769,143,500,33,210
861,7,4,379,9,93,98,12
862,2,12,29,1,59,36,19
863,1,68,387,45,569,68,89
864,4,23,12,18,38,7,30
865,3,10,6,15,12,40,3
866,2,1,27,1,14,21,4
867,1,1,9,0,5,1,0
868,2,0,22,5,19,3,6
