cust_id,education,year_birth,num_children,income,Cluster
119,Postgraduate,1953,2,54348.0,1
120,PhD,1956,2,77376.0,2
121,Postgraduate,1952,1,62998.0,2
122,Postgraduate,1958,2,61331.0,2
123,Postgraduate,1969,0,73448.0,0
124,PhD,1964,2,41551.0,1
125,PhD,1967,0,62981.0,0
126,Undergraduate,1976,1,9548.0,1
127,PhD,1959,3,33762.0,1
128,PhD,1973,2,35860.0,1
129,PhD,1965,2,36921.0,1
130,Postgraduate,1992,0,92859.0,0
131,Postgraduate,1976,1,65104.0,2
132,Postgraduate,1962,0,86111.0,0
133,PhD,1974,1,68352.0,2
134,Postgraduate,1988,1,41883.0,1
135,Postgraduate,1976,2,59809.0,2
136,Postgraduate,1975,1,23957.0,1
137,Postgraduate,1981,1,38547.0,1
138,Undergraduate,1973,3,35688.0,1
139,Postgraduate,1966,0,49605.0,1
140,Postgraduate,1953,2,59354.0,2
141,Postgraduate,1969,1,65747.0,2
142,Undergraduate,1972,1,46344.0,2
143,Postgraduate,1988,1,34176.0,1
144,PhD,1952,1,61010.0,2
145,Postgraduate,1949,0,69372.0,0
146,Postgraduate,1958,1,49967.0,1
147,Postgraduate,1978,3,60199.0,1
148,Postgraduate,1977,1,55375.0,1
149,Postgraduate,1955,0,80317.0,0
150,Postgraduate,1958,3,30523.0,1
151,PhD,1945,0,70356.0,0
152,Postgraduate,1984,1,23228.0,1
153,PhD,1975,0,74165.0,0
154,PhD,1973,1,157243.0,0
155,Postgraduate,1966,3,43482.0,1
156,Postgraduate,1953,0,62551.0,0
157,Postgraduate,1959,0,52332.0,1
158,Postgraduate,1988,0,66951.0,0
159,Postgraduate,1957,2,26091.0,1
160,Postgraduate,1965,2,33456.0,1
161,Postgraduate,1982,1,28718.0,1
162,Postgraduate,1970,2,50447.0,1
163,PhD,1959,2,53537.0,1
164,Postgraduate,1967,1,52074.0,1
165,PhD,1975,1,80427.0,2
166,PhD,1948,0,83837.0,0
167,PhD,1970,2,38853.0,1
168,Postgraduate,1959,3,38285.0,1
169,Undergraduate,1951,0,78497.0,0
170,PhD,1976,1,51650.0,1
171,Undergraduate,1988,1,16248.0,1
172,Postgraduate,1946,0,66835.0,2
173,Postgraduate,1984,1,30477.0,1
174,Undergraduate,1961,0,28249.0,1
175,Postgraduate,1983,1,25271.0,1
176,PhD,1970,1,32303.0,1
177,Postgraduate,1966,1,61286.0,2
178,Postgraduate,1976,0,74068.0,0
179,PhD,1964,2,45759.0,1
180,Undergraduate,1978,1,24882.0,1
181,PhD,1989,0,66973.0,0
182,Postgraduate,1988,1,38872.0,1
183,Postgraduate,1973,2,51148.0,1
184,Postgraduate,1977,2,31353.0,1
185,Postgraduate,1980,0,69661.0,0
186,Postgraduate,1954,0,80067.0,0
187,Postgraduate,1954,0,86718.0,0
188,PhD,1973,2,46854.0,1
189,Postgraduate,1952,1,69142.0,2
190,Postgraduate,1968,0,75922.0,0
191,Postgraduate,1978,1,63693.0,2
192,PhD,1977,0,102160.0,0
193,PhD,1965,2,40637.0,1
194,Postgraduate,1984,0,18890.0,1
195,Postgraduate,1988,1,29604.0,1
196,Postgraduate,1963,2,48721.0,1
197,Postgraduate,1966,1,44794.0,1
198,Postgraduate,1954,1,64497.0,2
199,Postgraduate,1956,1,46097.0,1
200,Postgraduate,1954,0,77972.0,0
201,PhD,1968,2,44377.0,1
202,Postgraduate,1974,2,46014.0,2
203,Postgraduate,1985,0,70951.0,0
204,Postgraduate,1977,1,41443.0,2
205,Undergraduate,1978,3,52195.0,1
206,Postgraduate,1948,0,83790.0,0
207,Postgraduate,1954,1,44551.0,1
208,Postgraduate,1980,1,69508.0,2
209,Undergraduate,1988,1,45204.0,1
210,Postgraduate,1969,0,72460.0,0
211,PhD,1970,2,77622.0,2
212,PhD,1980,1,30732.0,1
213,Postgraduate,1962,1,63887.0,2
214,Postgraduate,1978,1,42011.0,1
215,Postgraduate,1976,1,51369.0,2
216,Postgraduate,1952,1,51537.0,2
217,PhD,1972,0,79930.0,0
218,PhD,1986,1,34320.0,1
219,Postgraduate,1966,2,37070.0,2
220,Undergraduate,1962,1,81975.0,0
221,Postgraduate,1971,1,38590.0,1
222,Postgraduate,1951,0,15033.0,1
223,PhD,1965,1,62745.0,2
224,Undergraduate,1975,1,22212.0,1
225,Postgraduate,1982,1,23661.0,1
226,PhD,1958,1,79761.0,2
227,Postgraduate,1973,1,7500.0,1
228,Postgraduate,1968,0,73455.0,0
229,Postgraduate,1958,1,64961.0,2
230,Postgraduate,1971,1,22804.0,1
231,Postgraduate,1990,0,73687.0,0
232,Postgraduate,1958,1,61074.0,2
233,PhD,1964,2,31686.0,1
234,Postgraduate,1972,1,80134.0,2
235,Postgraduate,1953,1,75027.0,2
236,PhD,1988,0,67546.0,0
237,Postgraduate,1969,1,65176.0,2
238,Postgraduate,1975,1,31160.0,1
239,Postgraduate,1985,1,29938.0,1
240,Postgraduate,1974,0,102692.0,0
241,Undergraduate,1958,0,26490.0,1
242,Postgraduate,1967,2,75702.0,2
243,PhD,1974,1,30899.0,1
244,PhD,1961,1,63342.0,2
245,Postgraduate,1964,1,45989.0,1
246,Postgraduate,1964,2,18701.0,1
247,PhD,1957,3,40737.0,1
248,Postgraduate,1979,1,15287.0,1
249,PhD,1968,2,69674.0,2
250,Postgraduate,1970,1,44159.0,1
251,PhD,1978,1,37717.0,1
252,Postgraduate,1952,2,43776.0,1
253,Postgraduate,1966,2,38179.0,1
254,Postgraduate,1963,0,80124.0,0
255,PhD,1970,2,38097.0,1
256,Postgraduate,1970,0,72940.0,0
257,Postgraduate,1970,1,22070.0,1
258,Postgraduate,1953,0,69267.0,0
259,Postgraduate,1983,1,31788.0,1
260,PhD,1975,1,61905.0,1
261,Postgraduate,1960,2,29315.0,1
262,Postgraduate,1963,2,33378.0,1
263,PhD,1963,1,66313.0,2
264,Postgraduate,1956,0,60714.0,0
265,Postgraduate,1981,0,77882.0,0
266,PhD,1986,0,69867.0,0
267,Postgraduate,1968,1,63841.0,2
268,Undergraduate,1981,1,24480.0,1
269,Postgraduate,1976,1,51369.0,2
270,Postgraduate,1946,0,37760.0,1
271,PhD,1974,1,65640.0,2
272,Postgraduate,1975,2,44319.0,1
273,Postgraduate,1974,1,30631.0,1
274,Postgraduate,1952,0,75278.0,0
275,Postgraduate,1956,2,50898.0,2
276,Postgraduate,1966,0,79946.0,0
277,Postgraduate,1949,0,35416.0,2
278,Undergraduate,1984,0,32414.0,1
279,Postgraduate,1969,1,38361.0,1
280,Postgraduate,1980,0,82497.0,0
281,Postgraduate,1971,2,16626.0,1
282,Postgraduate,1965,2,29672.0,1
283,Postgraduate,1952,1,55951.0,2
284,Undergraduate,1988,1,35388.0,1
285,Postgraduate,1986,1,42386.0,1
286,Postgraduate,1982,0,68627.0,0
287,PhD,1965,1,57912.0,2
288,Postgraduate,1958,2,35246.0,1
289,Undergraduate,1956,1,58821.0,2
290,PhD,1978,1,46377.0,1
291,Postgraduate,1988,1,39747.0,1
292,Postgraduate,1984,1,23976.0,1
293,Postgraduate,1961,0,80950.0,0
294,Postgraduate,1966,0,27038.0,1
295,Postgraduate,1947,0,77457.0,0
296,Postgraduate,1964,1,64100.0,2
297,Postgraduate,1992,0,42670.0,1
298,Postgraduate,1976,1,12571.0,1
299,Postgraduate,1967,3,22574.0,1
300,Postgraduate,1976,0,70893.0,0
301,Postgraduate,1966,2,54198.0,1
302,Postgraduate,1956,2,28839.0,1
303,Postgraduate,1972,2,40321.0,1
304,Postgraduate,1985,1,66503.0,2
305,Postgraduate,1951,2,30833.0,1
306,Postgraduate,1971,1,64795.0,2
307,Postgraduate,1974,1,34421.0,1
308,PhD,1965,2,47025.0,1
309,PhD,1961,1,64325.0,2
310,Postgraduate,1953,1,40464.0,2
311,Postgraduate,1957,0,62187.0,0
312,PhD,1976,1,14849.0,1
313,Postgraduate,1984,1,27255.0,1
314,PhD,1950,3,54432.0,1
315,PhD,1986,1,29999.0,1
316,Postgraduate,1983,1,24072.0,1
317,PhD,1989,0,33996.0,1
318,PhD,1956,1,66334.0,2
319,Postgraduate,1971,1,35178.0,1
320,Postgraduate,1983,1,22010.0,1
321,Postgraduate,1960,2,62204.0,2
322,Postgraduate,1968,0,75693.0,0
323,Postgraduate,1972,1,30675.0,1
324,Postgraduate,1965,0,83003.0,0
325,Postgraduate,1988,0,68655.0,0
326,Postgraduate,1986,0,41411.0,1
327,PhD,1969,1,55212.0,2
328,PhD,1950,1,59292.0,2
329,Undergraduate,1973,1,27190.0,1
330,Postgraduate,1952,0,82623.0,0
331,Postgraduate,1965,2,44300.0,1
332,Postgraduate,1970,0,84835.0,0
333,Postgraduate,1971,2,30372.0,1
334,Postgraduate,1976,1,33181.0,1
335,Postgraduate,1957,1,71113.0,2
336,Postgraduate,1986,1,71952.0,2
337,PhD,1966,0,69759.0,0
338,Postgraduate,1974,0,72099.0,0
339,PhD,1976,1,60000.0,2
340,Postgraduate,1978,2,38643.0,1
341,Postgraduate,1955,1,50737.0,1
342,PhD,1969,0,68462.0,0
343,Postgraduate,1943,0,65073.0,0
344,PhD,1948,2,46681.0,2
345,Postgraduate,1957,0,78618.0,0
346,PhD,1969,1,62187.0,2
347,Postgraduate,1978,2,28442.0,1
348,PhD,1978,1,37717.0,1
349,Postgraduate,1967,2,51479.0,2
350,Postgraduate,1969,1,54803.0,2
351,Postgraduate,1960,0,79530.0,0
352,Postgraduate,1976,1,31615.0,1
353,Postgraduate,1962,0,72025.0,0
354,PhD,1975,1,52614.0,2
355,Undergraduate,1984,1,35684.0,1
356,Postgraduate,1975,2,48178.0,1
357,Postgraduate,1970,1,29548.0,1
358,Postgraduate,1966,1,63810.0,2
359,PhD,1972,2,38578.0,1
360,Postgraduate,1975,2,46098.0,1
361,Postgraduate,1970,0,22585.0,1
362,Postgraduate,1989,1,30279.0,1
363,PhD,1961,1,66426.0,2
364,Postgraduate,1969,1,30822.0,1
365,PhD,1969,2,33581.0,1
366,Postgraduate,1985,1,19986.0,1
367,Postgraduate,1954,0,27421.0,1
368,Undergraduate,1973,3,35688.0,1
369,Postgraduate,1981,1,36143.0,1
370,Postgraduate,1971,1,10245.0,1
371,Postgraduate,1968,1,43795.0,2
372,Postgraduate,1960,1,63381.0,2
373,Postgraduate,1949,1,38823.0,1
374,PhD,1968,2,83664.0,2
375,Postgraduate,1979,0,90300.0,0
376,Postgraduate,1979,1,62499.0,1
377,Postgraduate,1993,0,74293.0,0
378,PhD,1946,0,51012.0,1
379,Postgraduate,1968,1,70777.0,2
380,PhD,1991,0,68682.0,0
381,Postgraduate,1971,2,43824.0,1
382,Postgraduate,1984,1,15345.0,1
383,Postgraduate,1987,1,23442.0,1
384,Undergraduate,1980,1,14515.0,1
385,Undergraduate,1956,2,31395.0,1
386,Postgraduate,1965,0,75276.0,0
387,Postgraduate,1974,2,42373.0,1
388,Postgraduate,1960,0,30507.0,1
389,PhD,1955,3,55521.0,2
390,Postgraduate,1965,2,48006.0,1
391,PhD,1972,1,27213.0,1
392,PhD,1971,2,65808.0,2
393,PhD,1974,1,30351.0,1
394,Postgraduate,1963,2,50437.0,2
395,Undergraduate,1982,1,23616.0,1
396,Postgraduate,1976,1,53858.0,2
397,PhD,1955,1,66465.0,2
398,Postgraduate,1987,1,46923.0,1
399,Postgraduate,1962,1,75072.0,2
400,PhD,1943,0,75865.0,0
401,Undergraduate,1975,1,19789.0,1
402,Postgraduate,1994,0,80134.0,0
403,Postgraduate,1981,0,91065.0,0
404,Postgraduate,1971,2,49505.0,2
405,PhD,1973,1,37401.0,1
406,Postgraduate,1983,1,30096.0,1
407,Postgraduate,1982,1,18492.0,1
408,Postgraduate,1974,0,82584.0,0
409,PhD,1941,0,93027.0,0
410,Postgraduate,1953,3,48686.0,1
411,Postgraduate,1986,0,92910.0,0
412,Postgraduate,1989,1,75433.0,2
413,Undergraduate,1989,1,10404.0,1
414,Postgraduate,1968,1,61314.0,2
415,PhD,1961,0,84865.0,0
416,Postgraduate,1989,1,42387.0,2
417,Undergraduate,1967,2,67309.0,2
418,Postgraduate,1964,1,75236.0,2
419,Postgraduate,1970,1,30015.0,1
420,Postgraduate,1956,1,50943.0,1
421,Postgraduate,1966,1,67272.0,2
422,Postgraduate,1949,1,51529.0,2
423,PhD,1971,1,32011.0,1
424,Undergraduate,1986,1,7500.0,1
425,Postgraduate,1989,1,28691.0,1
426,PhD,1948,1,56223.0,1
427,Postgraduate,1946,0,18100.0,1
428,Postgraduate,1989,1,30279.0,1
429,Undergraduate,1974,0,20130.0,1
430,Postgraduate,1959,0,23295.0,1
431,Postgraduate,1972,1,42618.0,1
432,Postgraduate,1964,0,81246.0,0
433,Postgraduate,1976,1,24027.0,1
434,PhD,1953,1,55707.0,2
435,Postgraduate,1955,1,57959.0,2
436,Postgraduate,1969,1,56796.0,2
437,Postgraduate,1971,1,36230.0,1
438,Undergraduate,1980,2,70829.0,2
439,Postgraduate,1976,1,65991.0,2
440,Postgraduate,1972,3,38988.0,1
441,Undergraduate,1966,0,89572.0,0
442,Postgraduate,1984,1,42207.0,1
443,Postgraduate,1952,1,50300.0,1
444,Undergraduate,1982,0,66664.0,0
445,Postgraduate,1964,1,60597.0,2
446,Postgraduate,1949,0,70165.0,0
447,PhD,1958,1,50520.0,1
448,Postgraduate,1963,0,80124.0,0
449,Postgraduate,1975,1,33183.0,1
450,PhD,1969,0,66582.0,0
451,PhD,1955,0,75261.0,0
452,Postgraduate,1970,1,31880.0,1
453,Postgraduate,1951,2,53790.0,2
454,PhD,1971,1,49269.0,2
455,Postgraduate,1975,1,61456.0,0
456,Postgraduate,1980,1,37406.0,1
457,PhD,1981,1,56937.0,2
458,Postgraduate,1978,2,38415.0,1
459,Postgraduate,1988,1,20518.0,1
460,Postgraduate,1956,1,62503.0,2
461,PhD,1972,2,41644.0,1
462,Postgraduate,1977,1,55842.0,2
463,PhD,1972,1,62010.0,2
464,Postgraduate,1977,1,41124.0,2
465,Postgraduate,1973,1,38961.0,1
466,Postgraduate,1972,1,37760.0,1
467,Postgraduate,1974,1,32233.0,1
468,Postgraduate,1975,1,43057.0,1
469,Postgraduate,1960,0,83151.0,0
470,PhD,1964,0,78825.0,0
471,Postgraduate,1976,1,65104.0,2
472,Postgraduate,1974,1,60093.0,2
473,Postgraduate,1969,1,14045.0,1
474,Undergraduate,1952,0,28457.0,1
475,PhD,1958,1,78952.0,2
476,Postgraduate,1976,1,46310.0,1
477,Postgraduate,1955,0,76005.0,0
478,Postgraduate,1964,1,58308.0,2
479,PhD,1944,0,55614.0,2
480,Postgraduate,1962,1,59432.0,2
481,Postgraduate,1978,1,55563.0,1
482,PhD,1971,1,78642.0,2
483,PhD,1949,1,67911.0,2
484,Postgraduate,1944,0,65275.0,0
485,Postgraduate,1950,2,27203.0,1
486,Postgraduate,1961,1,48330.0,1
487,Undergraduate,1990,0,24279.0,1
488,PhD,1985,1,64355.0,2
489,Postgraduate,1956,1,50943.0,1
490,Postgraduate,1953,0,53653.0,2
491,Postgraduate,1976,1,65665.0,0
492,Postgraduate,1989,0,81217.0,0
493,Postgraduate,1992,0,34935.0,1
494,Postgraduate,1959,1,61250.0,2
495,PhD,1981,1,39665.0,1
496,Postgraduate,1979,1,60152.0,2
497,Postgraduate,1964,2,48920.0,2
498,Postgraduate,1959,0,89120.0,0
499,PhD,1946,1,44124.0,2
500,Postgraduate,1975,0,81169.0,0
501,Postgraduate,1961,2,36443.0,1
502,Postgraduate,1990,1,26095.0,1
503,Postgraduate,1959,0,71367.0,0
504,Postgraduate,1944,0,80184.0,0
505,Postgraduate,1965,2,30630.0,1
506,Postgraduate,1987,0,73454.0,0
507,Postgraduate,1991,0,42691.0,1
508,Postgraduate,1953,0,70503.0,0
509,Postgraduate,1987,1,25545.0,1
510,Postgraduate,1986,1,32880.0,1
511,PhD,1958,0,77863.0,0
512,Postgraduate,1977,0,50353.0,0
513,Postgraduate,1964,0,61839.0,0
514,PhD,1960,2,49154.0,2
515,Undergraduate,1975,1,47682.0,2
516,Postgraduate,1969,1,72679.0,2
517,Postgraduate,1977,2,57954.0,2
518,Postgraduate,1962,2,65316.0,1
519,Postgraduate,1982,1,28567.0,1
520,Postgraduate,1951,1,47352.0,1
521,Postgraduate,1967,1,44931.0,1
522,Postgraduate,1967,0,76982.0,0
523,Undergraduate,1952,1,57247.0,1
524,Postgraduate,1981,1,22944.0,1
525,Undergraduate,1977,1,25315.0,1
526,Postgraduate,1969,1,43638.0,1
527,PhD,1984,1,42710.0,2
528,PhD,1982,0,84169.0,0
529,Postgraduate,1976,1,54058.0,2
530,Undergraduate,1990,1,24683.0,1
531,Postgraduate,1964,0,85620.0,0
532,Postgraduate,1980,1,47850.0,1
533,Postgraduate,1968,2,19514.0,1
534,Postgraduate,1973,2,27159.0,1
535,Undergraduate,1963,2,39548.0,1
536,Postgraduate,1989,1,21474.0,1
537,PhD,1971,1,60504.0,2
538,Postgraduate,1963,0,22419.0,1
539,Postgraduate,1949,0,81698.0,0
540,Postgraduate,1952,2,43462.0,1
541,PhD,1978,1,54880.0,2
542,Postgraduate,1982,0,79908.0,0
543,Undergraduate,1970,0,15315.0,1
544,Postgraduate,1959,1,87771.0,0
545,Postgraduate,1978,1,33039.0,1
546,Postgraduate,1980,0,81741.0,0
547,Postgraduate,1971,1,71499.0,2
548,Undergraduate,1970,1,62466.0,2
549,PhD,1963,1,48799.0,1
550,PhD,1950,1,52157.0,1
551,Postgraduate,1962,1,66565.0,2
552,Postgraduate,1951,2,29298.0,1
553,Postgraduate,1979,1,47691.0,1
554,Postgraduate,1970,2,38200.0,1
555,Postgraduate,1974,1,44989.0,2
556,PhD,1968,2,38443.0,1
557,Undergraduate,1978,1,38593.0,1
558,PhD,1970,1,64413.0,2
559,Postgraduate,1981,1,36959.0,1
560,PhD,1977,1,61996.0,2
561,Postgraduate,1968,2,51287.0,1
562,Postgraduate,1970,2,13260.0,1
563,PhD,1966,2,47472.0,1
564,Postgraduate,1956,2,54603.0,1
565,PhD,1974,2,45207.0,1
566,Postgraduate,1951,1,40689.0,2
567,Undergraduate,1967,2,47821.0,1
568,Postgraduate,1951,0,27450.0,1
569,Postgraduate,1983,1,39453.0,1
570,Undergraduate,1971,2,26850.0,1
571,Postgraduate,1955,0,79800.0,0
572,Postgraduate,1961,1,61794.0,2
573,Postgraduate,1955,1,53863.0,2
574,Postgraduate,1959,0,24221.0,1
575,PhD,1984,1,39684.0,1
576,Postgraduate,1975,0,92163.0,0
577,Postgraduate,1965,0,69882.0,0
578,Postgraduate,1977,1,33178.0,1
579,PhD,1972,0,59973.0,0
580,Postgraduate,1975,1,17459.0,1
581,Postgraduate,1969,1,23910.0,1
582,Postgraduate,1969,2,42169.0,1
583,Undergraduate,1978,1,26224.0,1
584,Postgraduate,1981,1,31089.0,1
585,Postgraduate,1961,1,30081.0,1
586,Postgraduate,1960,1,62807.0,2
587,Postgraduate,1955,0,72906.0,0
588,PhD,1948,2,61467.0,2
589,Postgraduate,1966,2,49618.0,1
590,Postgraduate,1986,1,21888.0,1
591,Postgraduate,1973,1,42429.0,1
592,Postgraduate,1956,3,26150.0,1
593,Undergraduate,1975,1,30801.0,1
594,Postgraduate,1965,0,81168.0,0
595,Postgraduate,1969,0,26877.0,1
596,Postgraduate,1944,0,45006.0,1
597,Undergraduate,1973,1,18978.0,1
598,Postgraduate,1967,3,22574.0,1
599,PhD,1969,0,48240.0,0
600,Postgraduate,1974,2,45837.0,2
601,Postgraduate,1965,3,35791.0,1
602,PhD,1976,2,162397.0,2
603,Postgraduate,1978,2,54162.0,1
604,Postgraduate,1960,1,30522.0,1
605,PhD,1961,1,54456.0,2
606,Postgraduate,1971,0,31632.0,1
607,Postgraduate,1949,0,72298.0,0
608,Undergraduate,1978,1,36975.0,1
609,Undergraduate,1955,0,72635.0,0
610,Postgraduate,1976,1,13624.0,1
611,Postgraduate,1975,1,84196.0,2
612,Postgraduate,1960,1,70971.0,0
613,PhD,1977,2,34487.0,1
614,Postgraduate,1977,1,28769.0,1
615,PhD,1970,1,69084.0,2
616,PhD,1958,0,65488.0,0
617,Undergraduate,1970,1,62466.0,2
618,Undergraduate,1960,0,32218.0,1
619,Postgraduate,1973,0,83917.0,0
620,Postgraduate,1962,3,46102.0,1
621,Postgraduate,1952,0,84574.0,0
622,Postgraduate,1962,1,56181.0,2
623,Postgraduate,1950,1,63120.0,2
624,Postgraduate,1971,1,73691.0,2
625,Postgraduate,1960,1,63381.0,2
626,PhD,1948,0,76140.0,0
627,PhD,1959,1,62859.0,2
628,Postgraduate,1964,1,45906.0,2
629,Postgraduate,1947,0,77632.0,0
630,PhD,1971,2,46463.0,1
631,Postgraduate,1970,0,105471.0,0
632,Postgraduate,1970,1,55282.0,1
633,Postgraduate,1977,1,78710.0,2
634,Postgraduate,1958,1,66886.0,2
635,Postgraduate,1960,0,98777.0,0
636,Postgraduate,1985,1,29103.0,1
637,Postgraduate,1974,1,67445.0,2
638,PhD,1950,1,50616.0,1
639,Postgraduate,1955,1,49431.0,2
640,Postgraduate,1975,0,153924.0,0
641,Postgraduate,1953,1,61278.0,1
642,Undergraduate,1958,0,26490.0,1
643,PhD,1947,1,73059.0,2
644,PhD,1966,3,46734.0,1
645,Postgraduate,1963,1,56253.0,2
646,Postgraduate,1985,1,19986.0,1
647,Postgraduate,1975,1,58330.0,2
648,Undergraduate,1980,0,25965.0,1
649,Postgraduate,1956,0,14661.0,1
650,Postgraduate,1959,0,18690.0,1
651,PhD,1974,1,45068.0,1
652,Undergraduate,1987,1,21063.0,1
653,PhD,1968,1,29187.0,1
654,Undergraduate,1971,2,54690.0,1
655,PhD,1964,1,59304.0,2
656,Postgraduate,1962,2,59247.0,2
657,Postgraduate,1970,1,66731.0,2
658,Postgraduate,1980,1,77353.0,2
659,PhD,1975,1,52614.0,2
660,Postgraduate,1974,2,26751.0,1
661,PhD,1963,1,81300.0,2
662,Postgraduate,1979,0,70337.0,0
663,Undergraduate,1985,1,36145.0,1
664,PhD,1980,0,65295.0,0
665,Postgraduate,1963,1,68118.0,2
666,Postgraduate,1967,0,68743.0,0
667,Undergraduate,1982,0,41039.0,0
668,Postgraduate,1955,1,38946.0,1
669,Postgraduate,1967,0,65777.0,0
670,PhD,1976,1,66476.0,2
671,PhD,1972,0,86857.0,0
672,PhD,1982,0,160803.0,0
673,PhD,1989,0,77845.0,0
674,PhD,1969,0,69476.0,0
675,PhD,1960,1,50611.0,2
676,Postgraduate,1970,0,61209.0,0
677,Postgraduate,1958,1,42315.0,1
678,Undergraduate,1952,0,13084.0,1
679,Postgraduate,1949,2,47570.0,1
680,Postgraduate,1961,2,61923.0,1
681,Postgraduate,1995,0,34824.0,1
682,PhD,1949,2,26518.0,1
683,Postgraduate,1961,0,45938.0,0
684,Postgraduate,1960,0,78468.0,0
685,Postgraduate,1973,1,78901.0,2
686,Postgraduate,1978,2,71427.0,2
